word,part_of_speech,definition
balba’l,Noun,shattered pieces. kabalbal; pibalbalan ‘the pieces left intact when something has shattered’.
balba’l,Verb,"mangabalbal, makabalbal, makibalbal, pakibalbal, pabalbal, abalbal, apabalbal."
balba’l,Adjective/Adverb,mabalbal.
balba’ru,Noun,a bearded person.
ba’lbas,Noun,beard. pekabalbas ‘a fake beard’.
ba’lbas,Adjective/Adverb,mabalbas ‘bearded’; balbasan ‘bearded’.
ba’lbas,Verb,mamalbas ‘shave self’; magpabalbas ‘get shaved’; mangabalbasan ‘let beard grow’; makapamalbas; pa-pagbalbasan ‘tell someone to get a shave’.
balda’du,Adjective/Adverb,"crippled, lame."
balda’du,Verb,"mangabaldadu, makapagbaldadu, makibaldadu, pa:baldadu, apabaldadu."
ba’ldug,Verb,fall down. bildug; a:baldug ‘fell accidentally’; ke:baldug ‘caused to fall’; pa:baldug ‘cause to fall; translate’; magpabaldug ‘let self drop behind others’.
ba’ldug,Noun,kabaldugan ‘meaning’; baldugan-panyuq ‘drop-the-handerchief’.
baldugan,Noun,"a lending system, called ‘five-six’; 20% interest, payment daily."
baldugan,Verb,mamaldug.
bale’,Noun,"house. makibale’ ‘house owner, housewife’; kasi’ping-bale’ ‘neighbor’; balebalayan ‘play-house’."
bale’n,Noun,town. kabalen ‘townmate’; kabale ‘the town proper’; me:malen ‘the townspeople’; mibalenbalen ‘related to each other as from the same town’.
bale’n,Adjective/Adverb,pambalen ‘civic’.
balenti’no,Noun,"a male name, Valentino."
bali’q,Noun,a woven shopping bag or basket.
-ba’lik,Verb,mag-ba’lik ‘return’; i-balik ‘return something’; balikan ‘return to somewhere’; pabalikan ‘return something’.
-ba’lik,Noun,"kabalik ‘opposite, opponent’. kabalikan ‘reverse’."
baliku’bak,Noun,dandruff.
baliku’ku,Adjective/Adverb,curved.
bali’d,Adjective/Adverb,"crooked, twisted, incorrect. balidbali’d ‘ungrammatical speech’."
bali’d,Noun,kabalidbalid ‘errors in grammar’.
bali’gtad,Adjective/Adverb/Stative,"backwards. mabaligtad, makabaligtad."
bali’gtad,Noun,"baligta’rin ‘reversible cloth, political turncoat, one who speaks ambiguously’."
bali’gtad,Verb,"magbaligtad ‘tumble backwards’. pabaligtad, pakibaligtad, ke:baligtad, a:baligtad, mibaligtad. i-baligtad ‘reverse something, turn something inside-out’. B"
balimbi’ng,Noun,"a person who ‘backbites’, i'e., says nice things in your presence but derogates you in your absence. A somewhat sour, segmented fruit [some speakers say this is not Kapampangan but Tagalog–see taranatiq]."
balimbingan,Noun,edge of ear.
balimbingan,Verb,"balimbinga’n ‘to flick edge of another’s ear, as parents mildly punish children’."
-bali’ng,Adjective/Adverb,mabaling ‘smelling of urine’.
bali’sa,Adjective/Adverb,"restless, constantly moving."
bali’taq,Noun,"news, clue."
bali’taq,Verb,"magbalitaq ‘spread news’; mamalitaq; ibalitaq ‘tell someone something’; makibalitaq ‘share news’; balita’ ‘inform someone’; mibali’taq, mipamali’taq ‘be informed’."
bali’tang,Noun,"level, grade, rung of a ladder."
bali’tang,Verb,mamalitang ‘repair or install ladder rungs’.
bali’tiq,Noun,"a species of tree, said to be a favored place of spirits. A barrio of San Ferdo."
baloba’lo,Noun,a fermented delicacy.
ba’lok,Noun,"a medicinal concoction, made from boiling gizzard of duck or chicken in salt and water. Said to be a remedy for appendicitis."
balo’na,Noun,pants cuffs.
balo’na,Adjective/Adverb,dibalo’na ‘cuffed-style pants’.
balsa’mu,Noun,balm. balsame’ru/mambalsamu ‘embalmer’.
balsa’mu,Verb,balsamwan ‘to embalm someone’; panambalsamwan.
balsa’mu,Adjective/Adverb,mabalsamu ‘embalmed’.
baluq,Noun,"knowledge. mikibaluq, makibaluq ‘people who know’."
baluq,Verb,"balwan, belwan ‘know something’; pabaluq ‘inform; ipabaluq; a:baluq ‘informed’; tabaluq ‘don’t know’."
balta’ng,Verb,mamaltang ‘take a shortcut’. makapamaltang ‘able to be shortened’.
balta’ng,Noun,"pa:mamaltang ‘shortcut, the taking of a shortcut’; baltanga’n ‘a shortcut’."
ba’lu,Noun,"widow, widower; see byu’da."
balu’bad,Noun,"cashew (‘Queen of the fruits, because it sits on a throne’)."
balu’ktut,Adjective/Adverb,"bent, curled up. makabaluktut ‘in a bent position’; mibaluktut ‘got bent’."
balu’ktut,Verb,"magbaluktut, pa:baluktut, pamaluktut, a:baluktut, makibaluktut, pakibaluktut."
balu’gaq,Noun,Negrito [generally used as a term of opprobrium].
balugbu’g,Noun,ear(s); bottom of the macopa fruit.
balugbu’g,Verb,balugbuga’n ‘hit in the ear’.
balumbalu’,Noun,"gizzard, intestines."
-balungus,Noun,"kuskus-balungus ado, fuss."
-balungus,Adjective/Adverb,kabalungusan (!).
balusbu’s,Verb,"babalusbus winnow (rice). mamalusbus, pa:balusbus, pakibalusbus, a:balusbus. 2. to mull over the meaning of something."
ba’lut,Verb,"ba’lut, ibalut ‘wrap something’. magpabalut ‘have someone wrap’; makibalut, pakibalut, a:balut, mibalut."
ba’lut,Adjective/Adverb,"mabalut, makabalut."
ba’lut,Noun,balutan ‘thing wrapped’; pipag-balutan ‘thing used to wrap’.
balu’t,Noun,"aged but unhatched duck egg eaten as a delicacy, snack."
bana’haw,Noun,name of a mountain.
bana’l,Adjective/Adverb,"holy, sacred. Ding Banal a Kasulatan ‘The Holy Scriptures’."
bana’l,Verb,"magpakabanal ‘be holy, pretend to be holy, make oneself holy’."
bana’yad,Adjective/Adverb,"slow (speech) (speed, e'g. in driving)."
bana’yad,Verb,"banayaran, benayaran ‘reduce speech’; magbanayad ‘decelerate’."
ba’nda,Noun,musical band.
ba’nda,Adjective/Adverb,mikiba’nda ‘be in possession of a band’.
banda’,Preposition,"proceeding, towards."
banda’,Verb,magbanda ‘go towards’; ibanda ‘move something’; a:banda ‘something can be moved’l.
banda’,Adjective/Adverb,makabanda ‘situated towards’.
banda’laq,Noun,"a woven basket, large, with handles."
bandi,Noun,"wealth, possessions. mikibandi ‘owner’; ingat-bandi ‘treasurer’; pibandian ‘possessions’."
bandi,Verb,"pabandi ‘possess, obtain’; pakibandi."
bandi,Adjective/Adverb,"mabandi ‘owning, rich’; peka-mabandi ‘richest’."
bandu’riya,Noun,"musical combo, usually guitar and violin, sometimes accordion."
ba’nlik,Noun,"silt, erosion. Name of a sitio in Bacolor."
ba’nlik,Adjective/Adverb,mibabanlikan ‘silted over’.
ba’nsag,Noun,"alias, nickname."
ba’nsag,Adjective/Adverb,famous.
ba’nsag,Verb,"bansagan, binsagan ‘nickname someone’."
bante’,Verb,"guard, watch over. magbante, banten, binte, pa:bante, makibante, pakibante, a:bante."
bante’,Noun,"bante-plasdan ‘fishpond caretaker’; bantayan ‘a watching place, waiting shed’."
banti’ng,Noun,wires used to brace nipa houses in typhoons.
banti’ng,Verb,pa:banting ‘put up bracing wires’.
banti’ng,Adjective/Adverb,mabanting ‘braced’.
bantu,Verb,"bantu-an ‘mix, dilute something’."
-bantu’t,Adjective/Adverb,mabantut ‘foul-smelling’.
ba’nus,Noun,"a furled leaf. suman-ba’nus ‘a rice delicacy of the suman type, wrapped in banus’."
ba’nwa,Noun,"year; sky; heaven. pabanwa ‘a whole year, first year’."
ba’nwa,Adjective/Adverb,banwaqan ‘annually’; banwa-banwa ‘annua1ly’.
ba’nwa,Verb,magpabanwa ‘going on one year’.
ba’nyu,Noun,bathroom.
ba’ngaq,Noun,"a hardwood, like kamagong."
banga’q,Noun,"jar made of clay, often for holding drinking"
bangal,Verb,"divide, split. babangal, bigal; bangalan; magpa-bangal; pabangal; pa:mangal; makibangal; pakibangal."
bangal,Noun,kabangal ‘a piece’; pa:mamangal ‘division’.
bangal,Adjective/Adverb,mabangal.
bangka’su,Noun,"a woven coverless basket, like a salikap but with rounded corners."
bangke’,Noun,corpse. B
ba’ngko,Noun,"bank, where one stores money."
ba’ngko,Verb,magpabangko ‘put money in a bank’; makapagpabangko.
ba’ngko,Stative,makibangko.
ba’ngkuq,Noun,bench.
bangku’d,Noun,a tool–long pole with curved metal blade–used for cutting bamboo.
bangku’d,Verb,"bangkuran ‘cut with bangkud’; pa:bangkud, pakibangkud, a:bangkud."
bangku’d,Adjective/Adverb,me:bangkud.
bangge’ra,Noun,"kitchen, storage place. anak-banggera ‘illegitimate child’."
bangi’q,Noun,"rice crust, the rice at the bottom of the pot."
bangi’q,Verb,mamangiq.
-banglu’,Adjective/Adverb,mabanglu’ ‘fragrant’.
bangna’s,Adjective/Adverb,mabangna’s ‘stale’.
bangna’s,Verb,"mangnas, mingnas ‘get stale’."
-bangungut,Stative/Adjective/Adverb,"mabangu’ngut ‘have a nightmare, be affected by a seizure during sleep. Sometimes fatal and said to be caused by over-eating of rice. Old folks disapprove discussing this’."
bangu’s,Noun,"milk-fish. bangusa’n ‘a disease of skin on face near mouth, sign of a curse’. mestiso-bangus [used to tease]."
ba’pa,Noun,uncle.
ba’pa,Stative/Adjective/Adverb/Verb,"miba’pa, makiba’pa, a:bapa."
bara’,Noun,obstacle.
bara’ku,Noun,"stud (male hog, goose, cow, horse, carabao, human)."
bara’du,Adjective/Adverb,"stuck, stopped up. mabaradu, mebaradu, makabaradu."
bara’du,Verb,"magbaradu. baradwan, beradwan ‘stop something up’."
bara’g,Noun,a large lizard.
barandi’lyas,Noun,"balustrade, or the part of a wall with balustrade and shutters."
bara’su,Noun,bicep. ef. brasus.
barbe’ro,Noun,barber. barbi’riya ‘barber shop’.
barka’da,Noun,"gang, one’s group of intimates. kabarka’da ‘one related to speaker as member of same gang’."
barka’da,Verb,papagbarkadan ‘make to join a gang’;
bare’na,Noun,"drill, auger."
bare’ta,Noun,crowbar.
bare’ta,Verb,"magbareta ‘use a crowbar’; baretan, beretan ‘use a crowbar on…’; pa:bareta, pakibareta, a:bareta, a:pa:bareta."
bare’ta,Adjective/Adverb,mabareta ‘worked on by a crowbar’.
bari’ku,Noun,nickname for Evaristu.
bari’l,Noun,gun.
bari’l,Verb,"mamari’l ‘shoot’; barila’n ‘shoot something’; berilan, be:ril."
bari’l,Adjective/Adverb,mabaril.
baro’ki,Noun,marble-sized clay balls used as sling-shot
baro’ngga,Verb,i-barongga ‘throw something’; baronggan ‘throw at something’.
baro’ngga,Noun,barunggan-lata ‘kick-the-can’. B
ba’ruq,Noun,"dress, shirt, clothing."
ba’ruq,Verb,magba’ruq ‘put on a dress’; mamaruq ‘wearing a dress’; pa:maruwan ‘dress someone’; makapabaruq.
baru’g,Verb,"barugan ‘beat someone, whip’. berugan, pemarug."
baru’g,Adjective/Adverb,mabarug.
baru’yaq,Verb,fry in flour. a:biruyaq.
ba’ryu,Noun,"barrio. kabaryu, barrio ‘mate’; mamaryu, memaryu ‘barrio folk’."
ba’ryu,Verb,makipamaryu ‘be from the same barrio’.
ba’saq,Verb,read. mama’ saq; a:basaq.
ba’saq,Noun,babasan ‘reader’.
basa’q,Adjective/Adverb,mabasa’q ‘wet’. mamasa:masaq ‘moist’.
basa’q,Verb,"magbasa’q ‘get wet’; basa’n ‘wet something, soak something, irrigate something’."
basa’q,Noun,"basa’n ‘rag, mop’."
ba’sa,Adjective/Adverb,"mabasa, ‘recognized’. kabasa ‘acquaintance’; akabasa; mibasa."
ba’siq,Noun,alcoholic drink made from sugarcane.
basta’g,Noun,consolation prize.
basta’rdo,Noun,anak-bastardo ‘illegitimate child’.
bastu’n,Noun,cane.
bastu’s,Adjective/Adverb,"rude, crude, improper."
bastu’s,Noun,kabastusan; bastus ‘the name of one of the suits of cards in monte’.
bastu’s,Verb,bastusan ‘to act crude to someone’;
ba’su,Noun,drinking-glass.
ba’su,Verb,magba’su ‘use a glass’.
basu’lto,Noun,a kind of folk song.
basu’lto,Verb,"mamasulto, magpabasulto, pabasulto."
basu’ra,Noun,garbage. basure’ru ‘garbageman’; basuraqan ‘garbage dump’.
basu’ra,Adjective/Adverb,mabasura ‘full of garbage’.
bat,,"See obat, bakit, ‘why?’."
-bata’,Verb,"magbata’ ‘suffer, tolerate, endure’. makipibata; pibatan ‘tolerate something’; ipa:bata ‘make one be patient about"
ba’ta,Noun,"long clothing, bathrobe. batang-banyu."
bataka’n,Adjective/Adverb,"resistant, full of endurance. A piece of wood from guava tree, shaped like a seven and used in circumcisions."
ba’tal,Noun,neck.
ba’tal,Verb,batala’n ‘hit in the neck’; mipamatal.
bateri’ya,Noun,"battery, e'g. flashlight batteries."
bateru’l,Noun,small mixing bowl for sauce; see
bati’bu,Adjective/Adverb,has stamina.
bati’k,Noun,skin blemish.
-bating,Adjective/Adverb,mabati’ng ‘lost’.
-bating,Verb,"mangabating, makabating, a:bating, pa:mating, ke:mating."
batu’,Noun,"stone, rock. saki’t king batu’ ‘kidney-stones’; batung mete ‘sandstone’; batung mabye."
batu’,Verb,batu-an; be:tu ‘stone someone’.
batwi’n,Noun,star.
batwi’n,Adjective/Adverb,mabatwi’n ‘starry’.
batya’q,Noun,a metal pan used for laundry!
bau’,Noun,smell.
bau’,Verb,babau ‘smell’; bauan ‘smell something’; a:babau; pa:mau; pa:mauan; makibau; pakibau; pa:bau.
bau’,Adjective/Adverb,mabau.
bau’l,Noun,"box, chest."
ba’wal,Stative/Adjective/Adverb,prohibited. makabawal ‘prohibited’; kabawalbawalan ‘really verboten’.
ba’wal,Verb,"bawalan, bewalan ‘prohibit something’; pa:mawal, pa:bawal, mamawal, pakibawal."
ba’wang,Noun,garlic; a kind of firecracker. bawang-bawang ‘a kind of vine the leaf of which smells like garlic’.
ba’was,Noun,"deduction, what is missing, what has been subtracted."
ba’was,Verb,"bawasan, ibawas, bewas."
bawi’q,Adjective/Adverb,a quality of fruit.
ba’ya,Noun,ember.
ba’ya,Verb,magpabaya ‘make glow’; pabaya ‘make something glow with heat’.
baya’bas,Noun,"guava(s), a kind of fruit. bayabasan ‘place where there are guavas’."
baya’bas,Verb,mamayabas ‘gathering guavas’.
ba’yad,Noun,payment.
ba’yad,Verb,"babayad, mamayad, bayaran, beyaran."
ba’yag,Noun,testicles.
ba’yag,Verb,"bayagan ‘hit in testicles’. pakibayag, a:pabayag, mipamayag."
ba’yag,Adjective/Adverb,mebayag ‘hurt in the testicles’.
-bayansel,Verb,"mag-bayansel [Eng. buy-and-sell] ‘work as a middleman, work on black-market’; mipagbayansel, pakipayansel."
ba’yat,Noun,weight.
ba’yat,Verb,"babayat ‘get heavy’. a:bayat, papabayatan ‘make heavier’, pasimbayat."
ba’yat,Adjective/Adverb,mabayat ‘heavy’.
baylyeri’na,Noun,taxi dancer.
bayo’,Noun,1. affinal siblings. 2. organization ‘brothers’ or ‘sisters’.
bayo’,Verb,pa:bayo’ ‘pretend to be a bayo’; a:bayo ‘became a bayo’; mibayo ‘be related as bayo’.
ba’yu,Adjective/Adverb,"new, newly. (Subcomb.) before."
ba’yu,Verb,manimayu ‘changing’; mibabayu ‘being
bayu’,Verb,"magbayu ‘pound, grind (rice)’. magpabayu, maka:bayu, makapagpabayu, pa:bayu, mangabayu, pakibayu, a:bayu, ibayu, ipamayu."
bayu’,Adjective/Adverb,mabayu.
bayu’tuk,Verb,"magbayutuk ‘bend, sag’; ibayutuk, beyutuk ‘bend something’; makabayutuk, makapagbayutuk; mibayutuk, mipabayutuk."
be’be,Noun,"edge, especially of a body of water."
be’be,Adjective/Adverb,makabebe ‘situated at the edge’.
be’be,Verb,bebebe ‘go along the edge’.
bele’n,Noun,"1. creche, Christmas nativity scene. 2. a female name."
bendisyo’n,Noun,"blessing, benediction."
bendisyo’n,Verb,"magbendisyun, pabendisyon, be-bendisyu, mangabendisyu; a:bendisyu, a:pabendisyun, paki-bendisyun."
bente-nwe’be,Numbers,twenty-nine.
bente-nwe’be,Noun,a switchblade (29 inches).
bentilado’r,Noun,electric fan.
bentilado’r,Verb,magbentilador ‘use a fan’.
be:nusa’n,Noun,"furrows, a long line of rice paddies (see ba’nus ?)."
bengga’nsa,Noun,vengeance.
be’ngi,Noun,"night, evening. na:be’ngi ‘last night’."
be’ngi,Adjective/Adverb,bengibe’ngi ‘nightly’; ma:be’n-gi ‘be overtaken by night’.
be’ngi,Verb,"magpabe’ngi ‘stay overnight, do something overnight’; ke:be’ngian ‘be overtaken by night because of something’."
be’rde,Noun,green. maberdebe’rde ‘greenish’; kaberjan ‘off-color speech’.
be’syung,Noun,male nickname for Florencio.
betobe’toq,Noun,a gambling game with three dice.
betobe’toq,Verb,magbetubetoq ‘play betobeto’.
betu’te,Noun,"a delicacy, stuffed and roasted frog. [metaphor] ‘a pregt woman’."
be’wang,Noun,waist; see awakan.
bibi,Noun,duck; see pa’to.
bibi’ngka,Noun,"(rice)cake delicacy of many different varieties, e'g. bibingkang du’man, bibingkang"
bi’kan,Noun,coconut shell. bikan lalaki ‘(top half of c's.)’; bikan babai ‘(lower half of c's.)’. [metaphor] ‘skull’.
bi’ko,Noun,a kind of dessert made from glutinous
bi’da,Noun,"folk tale, story."
bi’gaq,Noun,high clouds; halo around the moon.
bigla’q,Qualifier,"suddenly, straightaway. bigla:bigla’q."
bigla’q,Verb,pa:biglaq; pa:miglaq ‘do something’; pamiglan ‘abruptly’.
bihi’lya,Noun,religious restrictions such as fasting on specified days.
bila’d,Verb,"dry in sun (clothes, rice, meat, fish, wood). i-bilad, pa:bilad, a:bilad."
bila’d,Adjective/Adverb,me:bilad.
bila’d,Noun,bilaran ‘place for drying’.
bi’lang,Noun,"count, sum. bila’ngan; kabilangan ‘total’; pa:-mamilang."
bi’lang,Verb,"mamilang, magabilang, bilangan, pa:bilang, pakibilang."
bi’lang,Adjective/Adverb,mabilang.
bila’s,Noun,wife of a brother-in-law or husband of a sister-in-law.
bila’s,Stative,mibilasbilas.
-bila’saq,Adjective/Adverb,"mabila’saq ‘overexposed (humans, fish-for-sale)’."
bili’,Verb,"put down, drop. ibili ‘put something down’; pa:bili, pakibili."
-bili’s,Adjective/Adverb,"mabili’s ‘swift, fast’."
-bili’s,Verb,"bilisan ‘speed something up’; ibilis, pa:malisan, pakibilisan, pa:-bilis, a:bilis."
bi’lug,Adjective/Adverb,mabi’lug ‘round’. bilugbi’lug ‘very round’.
bi’lug,Verb,"bilu’gan ‘make round’; magbilug ‘form a circle’; mangabilug, magpabilug, pa:bilug, pa:milug."
